symbol,side,qty,entry_price,exit_price,realized_pnl,status,time_open,time_close,hold_time_hms,last_pnl,notes
INUSDT,SHORT,3391.0,0.28336,0.26737,54.222090000000016,CLOSED,2025-10-10 12:25:02,2025-10-10 12:39:30,00:14:28,-64.73418999999998,auto-detected open | auto-detected close
SUPERUSDT,LONG,736.0,0.582420923913,,,OPEN,2025-10-10 12:43:30,,,,auto-detected open
SUPERUSDT,LONG,736.0,0.582420923913,,,OPEN,2025-10-10 12:57:20,,,,auto-detected open
INUSDT,SHORT,410.0,0.26941,,,OPEN,2025-10-10 13:21:51,,,,auto-detected open
INUSDT,SHORT,410.0,0.26941,,,OPEN,2025-10-10 13:32:45,,,-3.6261261000000076,auto-detected open
SUPERUSDT,LONG,736.0,0.582420923913,,,OPEN,2025-10-10 13:32:45,,,-18.478018879967998,auto-detected open
INUSDT,SHORT,410.0,0.26941,0.21473971,22.414818899999993,CLOSED,2025-10-10 13:38:20,2025-10-10 16:06:53,02:28:33,20.815281799999998,auto-detected open | auto-detected close
SUPERUSDT,LONG,736.0,0.582420923913,0.52643445,-41.20604479996803,CLOSED,2025-10-10 13:38:20,2025-10-10 19:22:55,05:44:35,-42.04099999996804,auto-detected open | auto-detected close
RDNTUSDT,LONG,15599.0,0.02652,0.02697531,7.102380690000007,CLOSED,2025-10-12 03:03:06,2025-10-12 04:02:13,00:59:07,5.235024400000029,auto-detected open | auto-detected close
DASHUSDT,SHORT,3.207,56.27,53.94356322,7.460882753460005,CLOSED,2025-10-12 12:51:25,2025-10-12 15:01:54,02:10:29,8.276843098740006,auto-detected open | auto-detected close
DASHUSDT,SHORT,3.207,56.27,51.27652874,16.01406233082,CLOSED,2025-10-12 15:02:25,2025-10-12 19:32:02,04:29:37,16.32363000000001,auto-detected open | auto-detected close
ZEREBROUSDT,SHORT,2548.0,0.04971,0.0483252,3.5284703999999962,CLOSED,2025-10-13 10:12:27,2025-10-13 11:08:38,00:56:11,4.255159999999995,auto-detected open | auto-detected close
ALICEUSDT,SHORT,279.1,0.457,,,OPEN,2025-10-14 03:18:02,,,,auto-detected open
ALICEUSDT,SHORT,279.1,0.457,,,OPEN,2025-10-14 03:21:58,,,,auto-detected open
ALICEUSDT,SHORT,279.1,0.457,,,OPEN,2025-10-14 03:32:04,,,,auto-detected open
ALICEUSDT,SHORT,279.1,0.457,,,OPEN,2025-10-14 03:35:32,,,-2.2328000000000023,auto-detected open
ALICEUSDT,SHORT,279.1,0.457,0.52438646,-19.8107413919872,CLOSED,2025-10-14 03:46:36,2025-10-14 04:35:36,00:49:00,-16.748910623987197,auto-detected open | auto-detected close
ALICEUSDT,SHORT,753.0,0.535,,,OPEN,2025-10-14 04:45:17,,,,auto-detected open
SHELLUSDT,SHORT,56.0,0.1153,0.1073,0.4479999999999996,CLOSED,2025-10-14 22:08:40,2025-10-15 04:03:33,05:54:53,0.4479999999999996,auto-detected open | auto-detected close
ZORAUSDT,SHORT,61.0,0.10408,,,OPEN,2025-10-15 04:05:05,,,-1.111350000000017,auto-detected open
ZORAUSDT,SHORT,105.0,0.1084758095238,0.10813,0.03630999999899916,CLOSED,2025-10-15 05:22:16,2025-10-15 06:29:12,01:06:56,0.07424859999899898,auto-detected open | auto-detected close
YGGUSDT,LONG,989.0,0.1999,,,OPEN,2025-10-15 06:33:47,,,-0.8732474399999883,auto-detected open
YGGUSDT,LONG,989.0,0.1999,,,OPEN,2025-10-15 06:43:45,,,-19.1817999999219,auto-detected open
ZORAUSDT,SHORT,3585.0,0.11115,0.10826807,10.331719050000016,CLOSED,2025-10-15 11:22:47,2025-10-15 13:18:41,01:55:54,11.436149999999994,auto-detected open | auto-detected close
YGGUSDT,LONG,2101.0,0.1885298429319,,,OPEN,2025-10-15 13:25:32,,,,auto-detected open
YGGUSDT,LONG,2101.0,0.1885298429319,,,OPEN,2025-10-15 13:55:38,,,,auto-detected open
YGGUSDT,LONG,2101.0,0.1885298429319,,,OPEN,2025-10-15 14:03:59,,,,auto-detected open
YGGUSDT,LONG,2101.0,0.1885298429319,,,OPEN,2025-10-15 14:05:19,,,,auto-detected open
YGGUSDT,LONG,2101.0,0.1885298429319,,,OPEN,2025-10-15 14:05:43,,,,auto-detected open
YGGUSDT,LONG,2101.0,0.1885298429319,,,OPEN,2025-10-15 14:06:06,,,,auto-detected open
YGGUSDT,LONG,2101.0,0.1885298429319,,,OPEN,2025-10-15 14:08:11,,,-13.239478669921922,auto-detected open
YGGUSDT,LONG,2101.0,0.1885298429319,0.1701,-29.914199999930354,CLOSED,2025-10-15 14:08:46,2025-10-15 23:11:18,09:02:32,-30.60983339993043,auto-detected open | auto-detected close
YGGUSDT,LONG,6468.0,0.1747249536178,,,OPEN,2025-10-15 23:11:49,,,,auto-detected open
BELUSDT,SHORT,367.0,0.5273,,,OPEN,2025-10-16 12:13:19,,,,auto-detected open
BELUSDT,SHORT,401.0,0.5313359102244,,,OPEN,2025-10-16 12:26:51,,,,auto-detected open
YGGUSDT,LONG,6932.0,0.1739736006924,,,OPEN,2025-10-16 12:26:51,,,,auto-detected open
BELUSDT,SHORT,401.0,0.5313359102244,,,OPEN,2025-10-16 12:32:46,,,,auto-detected open
YGGUSDT,LONG,6932.0,0.1739736006924,,,OPEN,2025-10-16 12:32:46,,,,auto-detected open
BELUSDT,SHORT,401.0,0.5313359102244,,,OPEN,2025-10-16 12:34:07,,,,auto-detected open
YGGUSDT,LONG,6932.0,0.1739736006924,,,OPEN,2025-10-16 12:34:07,,,,auto-detected open
NILUSDT,LONG,27.1,0.3302,,,OPEN,2025-10-22 07:09:47,,,,auto-detected open
NILUSDT,LONG,27.1,0.3302,,,OPEN,2025-10-22 07:19:07,,,,auto-detected open
NILUSDT,LONG,27.1,0.3302,,,OPEN,2025-10-22 07:44:14,,,,auto-detected open
NILUSDT,LONG,27.1,0.3302,,,OPEN,2025-10-22 09:23:02,,,,auto-detected open
NILUSDT,LONG,27.1,0.3302,,,OPEN,2025-10-22 09:36:13,,,,auto-detected open
NILUSDT,LONG,27.1,0.3302,,,OPEN,2025-10-22 09:51:04,,,-0.11924000000000042,auto-detected open
LABUSDT,LONG,462.0,0.2316584848485,,,OPEN,2025-10-22 11:06:47,,,-4.933792640006995,auto-detected open
CLOUSDT,LONG,275.0,0.3768,,,OPEN,2025-10-22 11:08:20,,,4.298794499999997,auto-detected open
RIVERUSDT,SHORT,14.7,7.452,,,OPEN,2025-10-22 11:20:15,,,-0.275000000000003,auto-detected open
LABUSDT,LONG,462.0,0.2316584848485,,,OPEN,2025-10-22 13:02:57,,,0.09309050000000263,auto-detected open
NILUSDT,LONG,27.1,0.3302,,,OPEN,2025-10-22 13:02:57,,,-0.1869900000000005,auto-detected open
RIVERUSDT,SHORT,14.7,7.452,7.6620442,17.072607140011815,CLOSED,2025-10-22 13:02:57,2025-10-22 20:43:29,07:40:32,17.818203198011844,auto-detected open | auto-detected close
CLOUSDT,LONG,275.0,0.3768,,,OPEN,2025-10-22 13:02:57,,,-15.05167675,auto-detected open
BLESSUSDT,SHORT,2690.0,0.03969,0.03983874,-0.400110599999985,CLOSED,2025-10-22 13:07:07,2025-10-22 13:07:38,00:00:31,,auto-detected open | auto-detected close
BLESSUSDT,LONG,2341.0,0.03984,0.04135,47.740320000049586,CLOSED,2025-10-22 13:10:21,2025-10-22 20:54:49,07:44:28,44.59595006004958,auto-detected open | auto-detected close
LABUSDT,LONG,462.0,0.2316584848485,0.22157768,19.864024080020982,CLOSED,2025-10-22 21:30:40,2025-10-23 08:22:57,10:52:17,20.875073160020968,auto-detected open | auto-detected close
NILUSDT,LONG,27.1,0.3302,0.33303254,0.07676183399999985,CLOSED,2025-10-22 21:30:40,2025-10-23 04:43:32,07:12:52,0.08130000000000008,auto-detected open | auto-detected close
CLOUSDT,LONG,275.0,0.3768,0.33465893,-2.1093040700000008,CLOSED,2025-10-22 21:30:40,2025-10-23 09:00:48,11:30:08,-4.204976010000024,auto-detected open | auto-detected close
RIVERUSDT,SHORT,24.7,8.118,8.7897691,3.036155019957605,CLOSED,2025-10-22 21:35:50,2025-10-23 05:42:36,08:06:46,2.816211141957517,auto-detected open | auto-detected close
RIVERUSDT,SHORT,21.1,8.792,8.65131236,2.9685092039999885,CLOSED,2025-10-23 05:43:07,2025-10-23 08:14:43,02:31:36,2.8535270750000095,auto-detected open | auto-detected close | Software Update
BASUSDT,LONG,7183.0,0.01438,,,OPEN,2025-10-23 23:03:17,,,6.167251969999995,auto-detected open
BASUSDT,LONG,7183.0,0.01438,0.01599139,11.574614370000006,CLOSED,2025-10-23 23:53:33,2025-10-24 00:59:32,01:05:59,12.139270000000003,auto-detected open | auto-detected close
DEGOUSDT,SHORT,24.8,2.1015,1.53969827,13.932682904000005,CLOSED,2025-10-24 00:01:13,2025-10-24 00:04:52,00:03:39,9.714168928000005,auto-detected open | auto-detected close
DEGOUSDT,LONG,85.7,1.305815402567,1.19774164,-9.261921451991888,CLOSED,2025-10-24 00:14:04,2025-10-24 00:27:20,00:13:16,-6.765686131991885,auto-detected open | auto-detected close
1000WHYUSDT,LONG,4424378.0,2.5e-05,2.49e-05,-0.44243780000001076,CLOSED,2025-10-24 02:36:12,2025-10-24 02:39:17,00:03:05,-0.44243780000001076,auto-detected open | auto-detected close
AGTUSDT,LONG,24644.0,0.00437,0.004432,1.5279280000000104,CLOSED,2025-10-24 02:38:16,2025-10-24 06:56:24,04:18:08,1.4894833600000037,auto-detected open | auto-detected close
LABUSDT,SHORT,410.0,0.26426,0.25229182,4.906953799999998,CLOSED,2025-10-24 02:44:26,2025-10-24 03:50:57,01:06:31,4.67809999999999,auto-detected open | auto-detected close
DEGOUSDT,LONG,168.9,1.3123,1.3160573,0.6346079699999938,CLOSED,2025-10-24 06:33:05,2025-10-24 06:56:24,00:23:19,2.2294799999999797,auto-detected open | auto-detected close
AVNTUSDT,SHORT,17.0,0.8047,0.80286281,0.031232229999998862,CLOSED,2025-10-24 06:58:27,2025-10-24 06:58:58,00:00:31,,auto-detected open | auto-detected close
AVNTUSDT,SHORT,35.0,0.8013,,,OPEN,2025-10-24 06:59:28,,,,auto-detected open
AVNTUSDT,SHORT,35.0,0.8013,,,OPEN,2025-10-24 07:03:09,,,,auto-detected open
AVNTUSDT,SHORT,35.0,0.8013,,,OPEN,2025-10-24 07:08:02,,,0.9117122000000011,auto-detected open
AVNTUSDT,SHORT,35.0,0.8013,0.76969803,1.1060689499999992,CLOSED,2025-10-24 08:08:57,2025-10-24 09:52:04,01:43:07,1.0233005999999993,auto-detected open | auto-detected close
AVNTUSDT,SHORT,35.0,0.8013,0.7825,0.6580000000000014,CLOSED,2025-10-24 09:52:45,2025-10-24 10:10:03,00:17:18,1.0289999999999995,auto-detected open | auto-detected close
ORDERUSDT,SHORT,154.0,0.31329,0.31268502,0.09316692000000504,CLOSED,2025-10-24 11:35:21,2025-10-24 11:35:52,00:00:31,,auto-detected open | auto-detected close
ORDERUSDT,SHORT,356.0,0.3129,,,OPEN,2025-10-24 11:36:23,,,0.1463060799999828,auto-detected open
ORDERUSDT,SHORT,356.0,0.3129,0.30742498,1.949107119999999,CLOSED,2025-10-24 12:00:43,2025-10-24 13:52:09,01:51:26,1.4340036000000123,auto-detected open | auto-detected close
HUSDT,SHORT,481.0,0.23668,0.2252714,5.487536599999996,CLOSED,2025-10-24 13:33:01,2025-10-24 13:52:09,00:19:08,4.093309999999995,auto-detected open | auto-detected close
ZECUSDT,LONG,0.452,257.73,259.12434641,0.6302445773199858,CLOSED,2025-10-24 13:52:40,2025-10-24 22:13:20,08:20:40,0.6327999999999897,auto-detected open | auto-detected close
HUSDT,SHORT,157.0,0.34121,,,OPEN,2025-10-24 22:12:49,,,1.0754500000000036,auto-detected open
HUSDT,SHORT,157.0,0.34121,0.36322,-3.455569999999996,CLOSED,2025-10-24 22:59:52,2025-10-24 23:15:44,00:15:52,-3.382866439999995,auto-detected open | auto-detected close
BLESSUSDT,LONG,1691.0,0.07603,0.07742,2.350490000000004,CLOSED,2025-10-25 11:02:40,2025-10-25 11:07:17,00:04:37,4.340492619999996,auto-detected open | auto-detected close
REIUSDT,LONG,8484.0,0.012,,,OPEN,2025-10-25 23:40:54,,,0.4241999999999974,auto-detected open
EDUUSDT,SHORT,550.0,0.1964,0.19522227,0.6477514999999934,CLOSED,2025-10-26 00:50:59,2025-10-26 06:44:11,05:53:12,0.7122829999999927,auto-detected open | auto-detected close
REIUSDT,LONG,8484.0,0.012,,,OPEN,2025-10-26 07:50:47,,,1.6064453999999966,auto-detected open
AIXBTUSDT,SHORT,1160.0,0.09384,0.08449952,10.834956800000015,CLOSED,2025-10-26 11:20:05,2025-10-26 19:32:35,08:12:30,11.147600000000008,auto-detected open | auto-detected close
DIAUSDT,SHORT,310.0,0.6997051612903,,,OPEN,2025-10-27 09:55:43,,,,auto-detected open
REIUSDT,LONG,8484.0,0.012,,,OPEN,2025-10-27 21:48:49,,,,auto-detected open
DIAUSDT,SHORT,557.0,0.7492802513465,,,OPEN,2025-10-27 21:48:49,,,,auto-detected open
REIUSDT,LONG,8484.0,0.012,,,OPEN,2025-10-28 00:25:16,,,-0.5090400000000087,auto-detected open
DIAUSDT,SHORT,557.0,0.7492802513465,,,OPEN,2025-10-28 00:25:16,,,45.95695675000053,auto-detected open
REIUSDT,LONG,8484.0,0.012,0.01207,0.5938800000000053,CLOSED,2025-10-28 02:43:06,2025-10-28 07:28:37,04:45:31,0.5938800000000053,auto-detected open | auto-detected close
DIAUSDT,SHORT,557.0,0.7492802513465,0.635,63.6541000000005,CLOSED,2025-10-28 02:43:06,2025-10-28 03:28:26,00:45:20,63.70980000000049,auto-detected open | auto-detected close
RIVERUSDT,LONG,12.5,8.369,8.54607311,2.213413875000003,CLOSED,2025-10-28 07:35:14,2025-10-28 09:04:50,01:29:36,1.837500000000003,auto-detected open | auto-detected close
METUSDT,LONG,232.0,0.4759,,,OPEN,2025-10-28 22:06:33,,,,auto-detected open
METUSDT,LONG,232.0,0.4759,,,OPEN,2025-10-29 02:59:43,,,-2.021446160000003,auto-detected open
METUSDT,LONG,232.0,0.4759,,,OPEN,2025-10-29 04:06:49,,,-2.853599999999995,auto-detected open
PIPPINUSDT,LONG,566.0,0.01768,0.01956678,11.171624379999987,CLOSED,2025-10-29 04:15:31,2025-10-29 12:13:27,07:57:56,10.942718519999989,auto-detected open | auto-detected close
BLUAIUSDT,LONG,5569.0,0.02109,,,OPEN,2025-10-29 04:16:33,,,-5.624690000000003,auto-detected open
1000CHEEMSUSDT,LONG,78088.0,0.0014364,,,OPEN,2025-10-29 04:20:09,,,-0.2623756799999996,auto-detected open
PIPPINUSDT,LONG,2833.0,0.0201279068126,0.02059273,1.316844089904204,CLOSED,2025-10-29 12:21:45,2025-10-29 13:02:45,00:41:00,1.394099999904202,auto-detected open | auto-detected close
METUSDT,LONG,232.0,0.4759,,,OPEN,2025-10-29 13:48:31,,,-0.9743999999999957,auto-detected open
BLUAIUSDT,LONG,5569.0,0.02109,0.02202765,5.22177284999999,CLOSED,2025-10-29 13:48:31,2025-10-29 21:26:55,07:38:24,4.968884559999995,auto-detected open | auto-detected close
1000CHEEMSUSDT,LONG,78088.0,0.0014364,,,OPEN,2025-10-29 13:48:31,,,-1.5695688000000085,auto-detected open
PIPPINUSDT,LONG,5269.0,0.01891,,,OPEN,2025-10-29 20:56:48,,,0.5147600000000105,auto-detected open
PIPPINUSDT,LONG,5269.0,0.01891,0.02268113,19.870083970000007,CLOSED,2025-10-29 21:44:51,2025-10-30 19:06:19,21:21:28,19.600680000000004,auto-detected open | auto-detected close
METUSDT,LONG,232.0,0.4759,0.4897,3.201600000000008,CLOSED,2025-10-29 21:44:51,2025-10-30 01:10:48,03:25:57,3.2483642400000043,auto-detected open | auto-detected close
1000CHEEMSUSDT,LONG,78088.0,0.0014364,0.00135285,-6.5242523999999955,CLOSED,2025-10-29 21:44:51,2025-11-01 08:56:18,59:11:27,-6.653097599999993,auto-detected open | auto-detected close
PIPPINUSDT,SHORT,2712.0,0.03638,0.02917865,19.530061200000006,CLOSED,2025-10-31 04:34:00,2025-10-31 07:06:23,02:32:23,18.567246960000002,auto-detected open | auto-detected close
SOONUSDT,LONG,300.0,0.7077,0.7111,1.0199999999999876,CLOSED,2025-10-31 14:35:40,2025-10-31 21:58:45,07:23:05,0.9050460000000093,auto-detected open | auto-detected close
PIPPINUSDT,SHORT,5464.0,0.03887,0.03668,11.966160000000023,CLOSED,2025-10-31 21:59:48,2025-11-01 02:11:44,04:11:56,11.720498560000005,auto-detected open | auto-detected close
PORT3USDT,SHORT,1963.0,0.0535,0.04265688,21.285044559999996,CLOSED,2025-10-31 23:52:03,2025-11-01 05:03:58,05:11:55,20.620313869999997,auto-detected open | auto-detected close
ZENUSDT,SHORT,2.9,18.483,19.7849641,-3.775695889999998,CLOSED,2025-11-01 06:54:23,2025-11-01 08:56:18,02:01:55,-3.960773078000002,auto-detected open | auto-detected close
1000CHEEMSUSDT,LONG,78088.0,0.0014364,,,OPEN,2025-11-01 08:56:49,,,-5.997158399999994,auto-detected open
ZENUSDT,SHORT,2.9,18.483,,,OPEN,2025-11-01 08:56:49,,,-3.205176945018003,auto-detected open
ZKUSDT,SHORT,1984.0,0.05157,0.04992733,3.2590572799999977,CLOSED,2025-11-01 21:49:44,2025-11-01 21:55:26,00:05:42,2.6466361600000003,auto-detected open | auto-detected close
1000CHEEMSUSDT,LONG,78088.0,0.0014364,,,OPEN,2025-11-02 01:43:28,,,-4.771176799999993,auto-detected open
ZENUSDT,SHORT,5.7,19.38784210526,19.071,1.8059999999819856,CLOSED,2025-11-02 01:43:28,2025-11-02 06:46:53,05:03:25,1.354947314981995,auto-detected open | auto-detected close
1000CHEEMSUSDT,LONG,78088.0,0.0014364,,,OPEN,2025-11-02 09:24:54,,,,auto-detected open
1000CHEEMSUSDT,LONG,78088.0,0.0014364,,,OPEN,2025-11-03 08:55:14,,,-9.354942399999999,auto-detected open
1000CHEEMSUSDT,LONG,78088.0,0.0014364,0.0013004,-10.619968000000004,CLOSED,2025-11-03 10:21:55,2025-11-03 10:41:53,00:19:58,-10.533290319999994,auto-detected open | auto-detected close
OGUSDT,SHORT,18.1,12.099,12.266,-3.022699999999997,CLOSED,2025-11-03 10:23:57,2025-11-03 13:16:46,02:52:49,-2.896000000000003,auto-detected open | auto-detected close
NAORISUSDT,SHORT,1982.0,0.05416,0.05277445,2.7461600999999987,CLOSED,2025-11-03 10:28:31,2025-11-03 13:17:17,02:48:46,2.3982200000000056,auto-detected open | auto-detected close
GIGGLEUSDT,SHORT,1.16,91.34,104.72485839,20.25799018354805,CLOSED,2025-11-04 11:14:29,2025-11-04 11:26:46,00:12:17,37.998007651548015,auto-detected open | auto-detected close
GIGGLEUSDT,SHORT,0.97,104.0131958763,99.31,4.562100000011,CLOSED,2025-11-04 21:14:15,2025-11-04 21:33:17,00:19:02,4.885095566411004,auto-detected open | auto-detected close
JELLYJELLYUSDT,SHORT,261.0,0.41996,0.39863,121.62057000003685,CLOSED,2025-11-04 21:16:48,2025-11-04 21:49:37,00:32:49,70.18457000003684,auto-detected open | auto-detected close
BARDUSDT,LONG,147.0,0.695,0.70722073,1.7964473100000018,CLOSED,2025-11-05 10:05:52,2025-11-06 00:51:40,14:45:48,1.8522000000000083,auto-detected open | auto-detected close
GIGGLEUSDT,SHORT,0.46,249.24,234.86812092,6.611064376800006,CLOSED,2025-11-05 21:45:11,2025-11-06 03:48:31,06:03:20,6.904550669600007,auto-detected open | auto-detected close
SOONUSDT,SHORT,40.0,2.675905,1.8495,33.05620000000001,CLOSED,2025-11-05 22:09:10,2025-11-05 22:36:03,00:26:53,30.822371200000013,auto-detected open | auto-detected close
AIAUSDT,SHORT,36.0,2.907425,,,OPEN,2025-11-06 11:38:09,,,,auto-detected open
AIAUSDT,SHORT,95.0,3.181295789473,,,OPEN,2025-11-06 13:41:56,,,-143.74933739052582,auto-detected open
AIAUSDT,SHORT,489.0,3.924626584866,4.6481,-353.77850000052615,CLOSED,2025-11-06 14:31:05,2025-11-06 14:46:53,00:15:48,-367.1771000005262,auto-detected open | auto-detected close
HIPPOUSDT,SHORT,22088.0,0.0099264403295,0.009926,0.009725997995985045,CLOSED,2025-11-07 01:10:24,2025-11-07 01:18:35,00:08:11,1.1375392779959925,auto-detected open | auto-detected close
FILUSDT,SHORT,46.9,2.173,2.10166162,3.345770022000012,CLOSED,2025-11-07 01:38:28,2025-11-07 01:46:09,00:07:41,2.293433450000011,auto-detected open | auto-detected close
ORDERUSDT,LONG,1292.0,0.16033,0.1604,0.09043999999998287,CLOSED,2025-11-07 13:38:08,2025-11-07 14:21:44,00:43:36,0.2842399999999974,auto-detected open | auto-detected close
SOONUSDT,LONG,45.0,2.29,2.0075092,-12.712086000000006,CLOSED,2025-11-07 21:37:52,2025-11-08 00:18:51,02:40:59,-12.7192194,auto-detected open | auto-detected close
FLUXUSDT,SHORT,314.0,0.2132,0.26998763,9.018352469936067,CLOSED,2025-11-08 06:20:05,2025-11-08 12:10:38,05:50:33,14.117025139935903,auto-detected open | auto-detected close
TRUTHUSDT,SHORT,1068.0,0.046744,0.03430029,13.289882280000004,CLOSED,2025-11-09 01:26:54,2025-11-09 03:04:12,01:37:18,13.819546200000005,auto-detected open | auto-detected close
RESOLVUSDT,SHORT,3978.0,0.11962,0.11615,13.803660000000004,CLOSED,2025-11-09 06:19:31,2025-11-09 06:23:06,00:03:35,12.490920000000015,auto-detected open | auto-detected close
TRUMPUSDT,LONG,3.03,9.238,0.0,-27.991139999999998,CLOSED,2025-11-10 21:18:58,2025-11-11 03:05:27,05:46:29,-1.3119899999999993,auto-detected open | auto-detected close
UNIUSDT,SHORT,12.0,8.778,9.556,2.2089999999960526,CLOSED,2025-11-10 21:58:45,2025-11-11 03:05:27,05:06:42,0.9379999999960411,auto-detected open | auto-detected close
TRUMPUSDT,LONG,3.03,9.238,,,OPEN,2025-11-11 03:06:42,,,-2.302799999999999,auto-detected open
UNIUSDT,SHORT,31.0,9.627258064516,,,OPEN,2025-11-11 03:06:42,,,25.31569412999602,auto-detected open
TRUMPUSDT,LONG,3.03,9.238,8.42668928,-2.4582714815999993,CLOSED,2025-11-11 05:46:49,2025-11-11 10:38:25,04:51:36,-2.4453692870999992,auto-detected open | auto-detected close
UNIUSDT,SHORT,31.0,9.627258064516,8.46203964,36.121771159996015,CLOSED,2025-11-11 05:46:49,2025-11-11 08:02:08,02:15:19,35.50299999999605,auto-detected open | auto-detected close
LSKUSDT,LONG,508.0,0.3665,0.3225,-22.351999999999993,CLOSED,2025-11-11 08:48:42,2025-11-11 09:47:47,00:59:05,-24.637999999999995,auto-detected open | auto-detected close
TRUMPUSDT,LONG,3.03,9.238,8.333,-2.742149999999998,CLOSED,2025-11-11 10:38:56,2025-11-11 11:56:31,01:17:35,-2.7287945477999993,auto-detected open | auto-detected close
BEATUSDT,SHORT,162.0,0.35909,,,OPEN,2025-11-12 21:35:08,,,,auto-detected open
BEATUSDT,SHORT,162.0,0.35909,,,OPEN,2025-11-13 07:27:36,,,,auto-detected open
BEATUSDT,SHORT,162.0,0.35909,,,OPEN,2025-11-13 08:26:55,,,-3.2186726999999964,auto-detected open
BEATUSDT,SHORT,162.0,0.35909,0.39722758,3.3947760600096832,CLOSED,2025-11-13 09:20:52,2025-11-13 11:06:46,01:45:54,4.113380000009688,auto-detected open | auto-detected close
BANKUSDT,LONG,833.0,0.12631,,,OPEN,2025-11-13 10:08:20,,,-33.13911999941343,auto-detected open
BANKUSDT,LONG,6034.0,0.0995420649651,,,OPEN,2025-11-13 11:58:27,,,,auto-detected open
BANKUSDT,LONG,6034.0,0.0995420649651,,,OPEN,2025-11-13 11:59:42,,,,auto-detected open
BANKUSDT,LONG,6034.0,0.0995420649651,,,OPEN,2025-11-13 12:04:51,,,,auto-detected open
